order_id,customer_name,category,sub_category,city,order_date,region,sales,discount,profit,state,Year,Month,Date,Discount_Amt,dispatch_date,Profit Margin,store_id,store_name,product_id,dispatch_to_sale_days
OD4549,Veena,"Eggs, Meat & Fish",Eggs,Karur,19-03-2016,West,2149,0.14,537.25,Tamil Nadu,2016,March,19,350,17-03-2016,25,1007,Store_1007,EgEg48,2
OD4550,Ram,Snacks,Chocolates,Namakkal,03-11-2018,West,1419,0.32,454.08,Tamil Nadu,2018,November,3,668,29-10-2018,32,1011,Store_1011,SnCh49,5
OD4551,Arutra,Fruits & Veggies,Fresh Vegetables,Namakkal,12-05-2016,West,517,0.15,41.36,Tamil Nadu,2016,May,12,91,11-05-2016,8,1011,Store_1011,FrFr50,1
OD4552,Shree,Oil & Masala,Spices,Ooty,13-12-2018,West,661,0.18,171.86,Tamil Nadu,2018,December,13,145,08-12-2018,26,1012,Store_1012,OiSp51,5
OD4553,Ram,Bakery,Biscuits,Pudukottai,23-01-2015,West,1604,0.14,529.32,Tamil Nadu,2015,January,23,261,20-01-2015,33,1014,Store_1014,BaBi52,3
OD4554,Amrish,Bakery,Breads & Buns,Virudhunagar,23-08-2017,West,1252,0.23,212.84,Tamil Nadu,2017,August,23,374,18-08-2017,17,1023,Store_1023,BaBr53,5
OD4555,Shah,Food Grains,Dals & Pulses,Namakkal,08-09-2015,West,607,0.34,91.05,Tamil Nadu,2015,September,8,313,07-09-2015,15,1011,Store_1011,FoDa54,1
OD4556,Ramesh,"Eggs, Meat & Fish",Eggs,Cumbum,24-12-2018,West,1645,0.18,180.95,Tamil Nadu,2018,December,24,361,20-12-2018,11,1003,Store_1003,EgEg55,4
OD4557,Vidya,Food Grains,Rice,Krishnagiri,21-09-2016,West,1349,0.2,364.23,Tamil Nadu,2016,September,21,337,16-09-2016,27,1008,Store_1008,FoRi56,5
OD4558,Akash,Oil & Masala,Edible Oil & Ghee,Pudukottai,10-05-2015,West,851,0.25,221.26,Tamil Nadu,2015,May,10,284,06-05-2015,26,1014,Store_1014,OiEd57,4
OD4559,Yadav,Bakery,Biscuits,Tenkasi,14-07-2017,West,1988,0.34,377.72,Tamil Nadu,2017,July,14,1024,09-07-2017,19,1017,Store_1017,BaBi58,5
OD4560,Akash,Beverages,Health Drinks,Ooty,26-02-2018,West,841,0.32,168.2,Tamil Nadu,2018,February,26,396,22-02-2018,20,1012,Store_1012,BeHe59,4
OD4561,Mathew,Food Grains,Dals & Pulses,Tenkasi,02-09-2017,West,548,0.27,186.32,Tamil Nadu,2017,September,2,203,29-08-2017,34,1017,Store_1017,FoDa60,4
OD4562,Shah,Bakery,Cakes,Tenkasi,11-04-2018,West,1559,0.19,592.42,Tamil Nadu,2018,April,11,366,07-04-2018,38,1017,Store_1017,BaCa61,4
OD4563,Anu,Beverages,Soft Drinks,Vellore,03-05-2018,West,1511,0.11,120.88,Tamil Nadu,2018,May,3,187,30-04-2018,8,1021,Store_1021,BeSo62,3
OD4564,Jackson,Bakery,Cakes,Pudukottai,24-12-2017,West,920,0.33,340.4,Tamil Nadu,2017,December,24,453,19-12-2017,37,1014,Store_1014,BaCa63,5
OD4565,Esther,Snacks,Noodles,Dindigul,03-11-2017,West,2142,0.16,706.86,Tamil Nadu,2017,November,3,408,30-10-2017,33,1005,Store_1005,SnNo64,4
OD4566,Sheeba,Fruits & Veggies,Organic Vegetables,Ooty,27-12-2016,West,1616,0.16,129.28,Tamil Nadu,2016,December,27,308,24-12-2016,8,1012,Store_1012,FrOr65,3
OD4567,Amrish,"Eggs, Meat & Fish",Fish,Pudukottai,16-02-2016,West,854,0.19,324.52,Tamil Nadu,2016,February,16,200,14-02-2016,38,1014,Store_1014,EgFi66,2
OD4568,Arutra,Oil & Masala,Edible Oil & Ghee,Perambalur,01-12-2018,West,1466,0.25,557.08,Tamil Nadu,2018,December,1,489,30-11-2018,38,1013,Store_1013,OiEd67,1
OD4569,Arvind,Fruits & Veggies,Fresh Fruits,Bodi,13-11-2016,West,1083,0.2,379.05,Tamil Nadu,2016,November,13,271,10-11-2016,35,1000,Store_1000,FrFr68,3
OD4570,Komal,"Eggs, Meat & Fish",Mutton,Perambalur,21-09-2018,West,2365,0.1,709.5,Tamil Nadu,2018,September,21,263,17-09-2018,30,1013,Store_1013,EgMu69,4
OD4571,Mathew,"Eggs, Meat & Fish",Mutton,Chennai,02-12-2017,West,1602,0.22,448.56,Tamil Nadu,2017,December,2,452,28-11-2017,28,1001,Store_1001,EgMu70,4
OD4572,Krithika,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,26-05-2017,West,2002,0.21,700.7,Tamil Nadu,2017,May,26,532,21-05-2017,35,1015,Store_1015,EgMu71,5
OD4573,Sundar,Bakery,Biscuits,Dharmapuri,19-09-2017,West,1920,0.11,864,Tamil Nadu,2017,September,19,237,15-09-2017,45,1004,Store_1004,BaBi72,4
OD4574,Veronica,Oil & Masala,Edible Oil & Ghee,Tirunelveli,08-09-2017,West,504,0.31,70.56,Tamil Nadu,2017,September,8,226,06-09-2017,14,1019,Store_1019,OiEd73,2
OD4575,Veena,Bakery,Cakes,Viluppuram,06-12-2017,West,1929,0.2,173.61,Tamil Nadu,2017,December,6,482,03-12-2017,9,1022,Store_1022,BaCa74,3
OD4576,Sudha,Fruits & Veggies,Fresh Vegetables,Dharmapuri,01-12-2018,West,1207,0.14,120.7,Tamil Nadu,2018,December,1,196,26-11-2018,10,1004,Store_1004,FrFr75,5
OD4577,Veronica,Bakery,Cakes,Bodi,16-11-2018,West,745,0.14,298,Tamil Nadu,2018,November,16,121,14-11-2018,40,1000,Store_1000,BaCa76,2
OD4578,Hafiz,Bakery,Breads & Buns,Tirunelveli,24-11-2016,West,549,0.27,153.72,Tamil Nadu,2016,November,24,203,21-11-2016,28,1019,Store_1019,BaBr77,3
OD4579,Vidya,Oil & Masala,Spices,Pudukottai,22-05-2016,West,1536,0.32,491.52,Tamil Nadu,2016,May,22,723,19-05-2016,32,1014,Store_1014,OiSp78,3
OD4580,Roshan,Fruits & Veggies,Fresh Fruits,Dindigul,17-11-2016,West,2433,0.18,486.6,Tamil Nadu,2016,November,17,534,12-11-2016,20,1005,Store_1005,FrFr79,5
OD4581,Sheeba,Bakery,Breads & Buns,Coimbatore,11-04-2015,West,1359,0.32,149.49,Tamil Nadu,2015,April,11,640,10-04-2015,11,1002,Store_1002,BaBr80,1
OD4582,Shree,Beverages,Health Drinks,Bodi,29-09-2018,West,2290,0.27,618.3,Tamil Nadu,2018,September,29,847,27-09-2018,27,1000,Store_1000,BeHe81,2
OD4583,Veena,Oil & Masala,Spices,Trichy,14-11-2018,West,697,0.27,55.76,Tamil Nadu,2018,November,14,258,09-11-2018,8,1020,Store_1020,OiSp82,5
OD4584,Sabeela,Bakery,Biscuits,Ooty,03-12-2017,West,2111,0.19,337.76,Tamil Nadu,2017,December,3,495,02-12-2017,16,1012,Store_1012,BaBi83,1
OD4585,Muneer,"Eggs, Meat & Fish",Mutton,Tenkasi,08-09-2015,West,2227,0.18,155.89,Tamil Nadu,2015,September,8,489,07-09-2015,7,1017,Store_1017,EgMu84,1
OD4586,Kumar,Beverages,Health Drinks,Chennai,26-01-2018,West,1764,0.23,264.6,Tamil Nadu,2018,January,26,527,22-01-2018,15,1001,Store_1001,BeHe85,4
OD4587,Vidya,Snacks,Noodles,Madurai,17-04-2018,West,1072,0.1,300.16,Tamil Nadu,2018,April,17,119,13-04-2018,28,1009,Store_1009,SnNo86,4
OD4588,Jackson,Bakery,Breads & Buns,Vellore,10-11-2015,West,653,0.12,267.73,Tamil Nadu,2015,November,10,89,06-11-2015,41,1021,Store_1021,BaBr87,4
OD4589,Harish,Bakery,Cakes,Kanyakumari,08-07-2018,West,2117,0.26,402.23,Tamil Nadu,2018,July,8,744,07-07-2018,19,1006,Store_1006,BaCa88,1
OD4590,Sheeba,Snacks,Cookies,Theni,28-05-2017,West,1892,0.27,775.72,Tamil Nadu,2017,May,28,700,23-05-2017,41,1018,Store_1018,SnCo89,5
OD4591,Aditi,Beverages,Health Drinks,Perambalur,23-09-2018,West,1432,0.2,400.96,Tamil Nadu,2018,September,23,358,21-09-2018,28,1013,Store_1013,BeHe90,2
OD4592,Krithika,Fruits & Veggies,Organic Fruits,Viluppuram,10-11-2015,West,616,0.24,172.48,Tamil Nadu,2015,November,10,195,08-11-2015,28,1022,Store_1022,FrOr91,2
OD4593,Vidya,"Eggs, Meat & Fish",Mutton,Karur,08-09-2017,West,879,0.17,184.59,Tamil Nadu,2017,September,8,180,04-09-2017,21,1007,Store_1007,EgMu92,4
OD4594,Veena,Snacks,Chocolates,Pudukottai,21-11-2018,West,1663,0.34,449.01,Tamil Nadu,2018,November,21,857,16-11-2018,27,1014,Store_1014,SnCh93,5
OD4595,Krithika,Oil & Masala,Edible Oil & Ghee,Pudukottai,16-11-2018,West,1205,0.32,542.25,Tamil Nadu,2018,November,16,567,11-11-2018,45,1014,Store_1014,OiEd94,5
OD4596,Mathew,Fruits & Veggies,Organic Fruits,Viluppuram,26-11-2017,West,2450,0.31,833,Tamil Nadu,2017,November,26,1101,21-11-2017,34,1022,Store_1022,FrOr95,5
OD4597,Peer,Snacks,Chocolates,Kanyakumari,05-12-2015,West,1588,0.23,158.8,Tamil Nadu,2015,December,5,474,04-12-2015,10,1006,Store_1006,SnCh96,1
OD4598,Hafiz,Fruits & Veggies,Fresh Fruits,Dharmapuri,11-09-2016,West,1005,0.25,211.05,Tamil Nadu,2016,September,11,335,09-09-2016,21,1004,Store_1004,FrFr97,2
OD4599,Hafiz,Food Grains,Organic Staples,Viluppuram,06-12-2016,West,716,0.18,114.56,Tamil Nadu,2016,December,6,157,04-12-2016,16,1022,Store_1022,FoOr98,2
OD4600,Arvind,Snacks,Noodles,Dindigul,24-11-2016,West,2162,0.24,324.3,Tamil Nadu,2016,November,24,683,19-11-2016,15,1005,Store_1005,SnNo99,5
OD4601,Vinne,Bakery,Breads & Buns,Ooty,22-11-2015,West,2074,0.19,145.18,Tamil Nadu,2015,November,22,486,18-11-2015,7,1012,Store_1012,BaBr0,4
OD4602,Amrish,Bakery,Biscuits,Salem,21-09-2015,West,2489,0.14,945.82,Tamil Nadu,2015,September,21,405,20-09-2015,38,1016,Store_1016,BaBi1,1
OD4603,Roshan,Fruits & Veggies,Fresh Fruits,Trichy,28-12-2015,West,2491,0.13,572.93,Tamil Nadu,2015,December,28,372,27-12-2015,23,1020,Store_1020,FrFr2,1
OD4604,Amrish,Beverages,Health Drinks,Trichy,28-08-2016,West,1559,0.21,608.01,Tamil Nadu,2016,August,28,414,26-08-2016,39,1020,Store_1020,BeHe3,2
OD4605,Sudha,Fruits & Veggies,Fresh Fruits,Ooty,19-11-2018,West,635,0.19,215.9,Tamil Nadu,2018,November,19,149,16-11-2018,34,1012,Store_1012,FrFr4,3
OD4606,Sharon,Oil & Masala,Edible Oil & Ghee,Dindigul,10-04-2017,West,1851,0.18,333.18,Tamil Nadu,2017,April,10,406,09-04-2017,18,1005,Store_1005,OiEd5,1
OD4607,Verma,Oil & Masala,Masalas,Chennai,15-09-2018,West,1315,0.11,170.95,Tamil Nadu,2018,September,15,163,10-09-2018,13,1001,Store_1001,OiMa6,5
OD4608,Willams,Food Grains,Atta & Flour,Kanyakumari,07-10-2017,West,1073,0.1,472.12,Tamil Nadu,2017,October,7,119,04-10-2017,44,1006,Store_1006,FoAt7,3
OD4609,Sundar,Snacks,Cookies,Dindigul,30-10-2018,West,1130,0.14,305.1,Tamil Nadu,2018,October,30,184,29-10-2018,27,1005,Store_1005,SnCo8,1
OD4610,Sudeep,Beverages,Health Drinks,Coimbatore,14-04-2016,West,2188,0.21,700.16,Tamil Nadu,2016,April,14,582,11-04-2016,32,1002,Store_1002,BeHe9,3
OD4611,Sharon,Snacks,Noodles,Coimbatore,16-08-2016,West,1396,0.26,544.44,Tamil Nadu,2016,August,16,490,11-08-2016,39,1002,Store_1002,SnNo10,5
OD4612,Verma,Beverages,Soft Drinks,Cumbum,12-04-2017,West,2299,0.19,459.8,Tamil Nadu,2017,April,12,539,10-04-2017,20,1003,Store_1003,BeSo11,2
OD4613,Shah,Beverages,Soft Drinks,Tirunelveli,02-09-2017,West,1377,0.31,179.01,Tamil Nadu,2017,September,2,619,01-09-2017,13,1019,Store_1019,BeSo12,1
OD4614,Sudeep,"Eggs, Meat & Fish",Chicken,Karur,01-05-2016,West,676,0.26,223.08,Tamil Nadu,2016,May,1,238,28-04-2016,33,1007,Store_1007,EgCh13,3
OD4615,Verma,Food Grains,Organic Staples,Perambalur,15-09-2018,West,1920,0.29,403.2,Tamil Nadu,2018,September,15,784,14-09-2018,21,1013,Store_1013,FoOr14,1
OD4616,Verma,Beverages,Soft Drinks,Trichy,11-04-2015,West,1784,0.32,446,Tamil Nadu,2015,April,11,840,08-04-2015,25,1020,Store_1020,BeSo15,3
OD4617,Ridhesh,Snacks,Noodles,Virudhunagar,10-11-2018,West,1285,0.17,359.8,Tamil Nadu,2018,November,10,263,08-11-2018,28,1023,Store_1023,SnNo16,2
OD4618,Sabeela,Oil & Masala,Edible Oil & Ghee,Dindigul,20-12-2016,West,1285,0.32,282.7,Tamil Nadu,2016,December,20,605,18-12-2016,22,1005,Store_1005,OiEd17,2
OD4619,Ravi,Snacks,Chocolates,Pudukottai,28-09-2016,West,1150,0.29,425.5,Tamil Nadu,2016,September,28,470,23-09-2016,37,1014,Store_1014,SnCh18,5
OD4620,Yusuf,Snacks,Cookies,Kanyakumari,21-08-2018,West,515,0.3,30.9,Tamil Nadu,2018,August,21,221,17-08-2018,6,1006,Store_1006,SnCo19,4
OD4621,Veronica,Food Grains,Dals & Pulses,Trichy,24-11-2017,West,2177,0.31,544.25,Tamil Nadu,2017,November,24,978,21-11-2017,25,1020,Store_1020,FoDa20,3
OD4622,Komal,Oil & Masala,Spices,Viluppuram,13-04-2016,West,2081,0.1,749.16,Tamil Nadu,2016,April,13,231,10-04-2016,36,1022,Store_1022,OiSp21,3
OD4623,Adavan,Oil & Masala,Edible Oil & Ghee,Chennai,31-08-2018,West,2410,0.21,964,Tamil Nadu,2018,August,31,641,30-08-2018,40,1001,Store_1001,OiEd22,1
OD4624,Mathew,Oil & Masala,Spices,Kanyakumari,23-08-2015,West,2430,0.28,388.8,Tamil Nadu,2015,August,23,945,18-08-2015,16,1006,Store_1006,OiSp23,5
OD4625,Krithika,Bakery,Cakes,Namakkal,06-10-2018,West,1172,0.19,457.08,Tamil Nadu,2018,October,6,275,03-10-2018,39,1011,Store_1011,BaCa24,3
OD4626,Arutra,Beverages,Soft Drinks,Salem,08-05-2016,West,1291,0.13,426.03,Tamil Nadu,2016,May,8,193,05-05-2016,33,1016,Store_1016,BeSo25,3
OD4627,Sudha,Beverages,Soft Drinks,Dindigul,17-09-2015,West,1706,0.11,562.98,Tamil Nadu,2015,September,17,211,14-09-2015,33,1005,Store_1005,BeSo26,3
OD4628,Yadav,Beverages,Soft Drinks,Chennai,04-09-2018,West,2322,0.26,1021.68,Tamil Nadu,2018,September,4,816,30-08-2018,44,1001,Store_1001,BeSo27,5
OD4629,Jonas,Bakery,Biscuits,Ramanadhapuram,01-12-2018,West,1579,0.25,300.01,Tamil Nadu,2018,December,1,526,27-11-2018,19,1015,Store_1015,BaBi28,4
OD4630,Surya,Food Grains,Dals & Pulses,Chennai,24-11-2016,West,784,0.17,203.84,Tamil Nadu,2016,November,24,161,21-11-2016,26,1001,Store_1001,FoDa29,3
OD4631,Suresh,Beverages,Soft Drinks,Chennai,07-10-2017,West,2173,0.35,347.68,Tamil Nadu,2017,October,7,1170,03-10-2017,16,1001,Store_1001,BeSo30,4
OD4632,Surya,Oil & Masala,Masalas,Namakkal,03-11-2017,West,2425,0.25,218.25,Tamil Nadu,2017,November,3,808,29-10-2017,9,1011,Store_1011,OiMa31,5
OD4633,Ganesh,"Eggs, Meat & Fish",Eggs,Vellore,19-03-2016,West,1123,0.13,482.89,Tamil Nadu,2016,March,19,168,17-03-2016,43,1021,Store_1021,EgEg32,2
OD4634,Esther,Snacks,Noodles,Kanyakumari,13-11-2016,West,1543,0.16,246.88,Tamil Nadu,2016,November,13,294,08-11-2016,16,1006,Store_1006,SnNo33,5
OD4635,Haseena,Snacks,Cookies,Dharmapuri,10-07-2016,West,1747,0.2,401.81,Tamil Nadu,2016,July,10,437,06-07-2016,23,1004,Store_1004,SnCo34,4
OD4636,Ravi,Bakery,Cakes,Viluppuram,07-08-2018,West,1285,0.31,514,Tamil Nadu,2018,August,7,577,04-08-2018,40,1022,Store_1022,BaCa35,3
OD4637,Aditi,Snacks,Cookies,Virudhunagar,14-12-2016,West,1932,0.21,656.88,Tamil Nadu,2016,December,14,514,09-12-2016,34,1023,Store_1023,SnCo36,5
OD4638,Sharon,Snacks,Noodles,Chennai,08-09-2015,West,901,0.18,261.29,Tamil Nadu,2015,September,8,198,06-09-2015,29,1001,Store_1001,SnNo37,2
OD4639,Shah,Oil & Masala,Masalas,Tenkasi,31-03-2015,West,1174,0.23,223.06,Tamil Nadu,2015,March,31,351,26-03-2015,19,1017,Store_1017,OiMa38,5
OD4640,Alan,Fruits & Veggies,Fresh Vegetables,Ooty,30-01-2017,West,2207,0.32,176.56,Tamil Nadu,2017,January,30,1039,25-01-2017,8,1012,Store_1012,FrFr39,5
OD4641,Yusuf,Beverages,Soft Drinks,Salem,07-11-2017,West,851,0.14,51.06,Tamil Nadu,2017,November,7,139,03-11-2017,6,1016,Store_1016,BeSo40,4
OD4642,Sheeba,"Eggs, Meat & Fish",Chicken,Perambalur,11-09-2017,West,931,0.24,335.16,Tamil Nadu,2017,September,11,294,06-09-2017,36,1013,Store_1013,EgCh41,5
OD4643,Yusuf,Snacks,Cookies,Dharmapuri,04-10-2015,West,867,0.26,190.74,Tamil Nadu,2015,October,4,305,01-10-2015,22,1004,Store_1004,SnCo42,3
OD4644,Jackson,Oil & Masala,Edible Oil & Ghee,Salem,14-07-2018,West,1404,0.31,631.8,Tamil Nadu,2018,July,14,631,09-07-2018,45,1016,Store_1016,OiEd43,5
OD4645,Ramesh,Bakery,Cakes,Perambalur,31-12-2016,West,1439,0.2,546.82,Tamil Nadu,2016,December,31,360,27-12-2016,38,1013,Store_1013,BaCa44,4
OD4646,Amrish,Bakery,Biscuits,Namakkal,20-05-2018,West,610,0.28,207.4,Tamil Nadu,2018,May,20,237,16-05-2018,34,1011,Store_1011,BaBi45,4
OD4647,Ganesh,Bakery,Biscuits,Krishnagiri,14-03-2015,West,2233,0.18,334.95,Tamil Nadu,2015,March,14,490,13-03-2015,15,1008,Store_1008,BaBi46,1
OD4648,Shah,Snacks,Cookies,Tirunelveli,08-07-2018,West,1752,0.23,385.44,Tamil Nadu,2018,July,8,523,06-07-2018,22,1019,Store_1019,SnCo47,2
OD4649,Sundar,Snacks,Cookies,Kanyakumari,01-12-2016,West,2165,0.22,194.85,Tamil Nadu,2016,December,1,611,28-11-2016,9,1006,Store_1006,SnCo48,3
OD4650,Roshan,Bakery,Breads & Buns,Namakkal,02-08-2016,West,1777,0.14,408.71,Tamil Nadu,2016,August,2,289,30-07-2016,23,1011,Store_1011,BaBr49,3
OD4651,Surya,Oil & Masala,Spices,Madurai,29-09-2015,West,2072,0.3,704.48,Tamil Nadu,2015,September,29,888,25-09-2015,34,1009,Store_1009,OiSp50,4
OD4652,Sudha,Beverages,Health Drinks,Pudukottai,30-10-2018,West,1626,0.29,569.1,Tamil Nadu,2018,October,30,664,27-10-2018,35,1014,Store_1014,BeHe51,3
OD4653,Adavan,Bakery,Breads & Buns,Krishnagiri,16-08-2016,West,609,0.24,146.16,Tamil Nadu,2016,August,16,192,11-08-2016,24,1008,Store_1008,BaBr52,5
OD4654,Arutra,Oil & Masala,Edible Oil & Ghee,Pudukottai,15-06-2016,West,1807,0.15,795.08,Tamil Nadu,2016,June,15,319,14-06-2016,44,1014,Store_1014,OiEd53,1
OD4655,Harish,"Eggs, Meat & Fish",Fish,Madurai,09-09-2018,West,2285,0.14,388.45,Tamil Nadu,2018,September,9,372,04-09-2018,17,1009,Store_1009,EgFi54,5
OD4656,Harish,Beverages,Soft Drinks,Vellore,18-07-2018,West,2266,0.12,294.58,Tamil Nadu,2018,July,18,309,17-07-2018,13,1021,Store_1021,BeSo55,1
OD4657,Hafiz,Bakery,Cakes,Dindigul,08-12-2015,West,597,0.11,119.4,Tamil Nadu,2015,December,8,74,03-12-2015,20,1005,Store_1005,BaCa56,5
OD4658,Yadav,Oil & Masala,Edible Oil & Ghee,Trichy,15-06-2016,West,1143,0.12,354.33,Tamil Nadu,2016,June,15,156,14-06-2016,31,1020,Store_1020,OiEd57,1
OD4659,Arvind,Fruits & Veggies,Fresh Fruits,Coimbatore,08-06-2018,West,2061,0.27,370.98,Tamil Nadu,2018,June,8,762,04-06-2018,18,1002,Store_1002,FrFr58,4
OD4660,Hussain,Bakery,Breads & Buns,Krishnagiri,19-09-2018,West,2399,0.2,431.82,Tamil Nadu,2018,September,19,600,18-09-2018,18,1008,Store_1008,BaBr59,1
OD4661,Vidya,"Eggs, Meat & Fish",Chicken,Dindigul,19-12-2018,West,2293,0.25,642.04,Tamil Nadu,2018,December,19,764,17-12-2018,28,1005,Store_1005,EgCh60,2
OD4662,Veronica,Snacks,Noodles,Dindigul,13-03-2018,West,938,0.16,206.36,Tamil Nadu,2018,March,13,179,12-03-2018,22,1005,Store_1005,SnNo61,1
OD4663,Vidya,Beverages,Health Drinks,Ooty,02-10-2016,West,1343,0.21,335.75,Tamil Nadu,2016,October,2,357,28-09-2016,25,1012,Store_1012,BeHe62,4
OD4664,Ganesh,Food Grains,Dals & Pulses,Nagercoil,17-08-2016,West,2358,0.24,754.56,Tamil Nadu,2016,August,17,745,14-08-2016,32,1010,Store_1010,FoDa63,3
OD4665,Jackson,Oil & Masala,Edible Oil & Ghee,Tirunelveli,11-12-2016,West,1742,0.31,661.96,Tamil Nadu,2016,December,11,783,08-12-2016,38,1019,Store_1019,OiEd64,3
OD4666,Ridhesh,"Eggs, Meat & Fish",Eggs,Dindigul,24-12-2016,West,1940,0.35,155.2,Tamil Nadu,2016,December,24,1045,19-12-2016,8,1005,Store_1005,EgEg65,5
OD4667,Malik,Bakery,Breads & Buns,Krishnagiri,17-09-2015,West,596,0.25,59.6,Tamil Nadu,2015,September,17,199,14-09-2015,10,1008,Store_1008,BaBr66,3
OD4668,Sabeela,Bakery,Biscuits,Salem,13-01-2016,West,2421,0.3,266.31,Tamil Nadu,2016,January,13,1038,09-01-2016,11,1016,Store_1016,BaBi67,4
OD4669,Yusuf,Snacks,Noodles,Dharmapuri,25-04-2018,West,1255,0.14,338.85,Tamil Nadu,2018,April,25,204,20-04-2018,27,1004,Store_1004,SnNo68,5
OD4670,Mathew,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,23-09-2018,West,2254,0.31,698.74,Tamil Nadu,2018,September,23,1013,20-09-2018,31,1015,Store_1015,FrFr69,3
OD4671,Sudeep,Bakery,Biscuits,Pudukottai,25-06-2016,West,1993,0.12,358.74,Tamil Nadu,2016,June,25,272,22-06-2016,18,1014,Store_1014,BaBi70,3
OD4672,Shree,"Eggs, Meat & Fish",Chicken,Viluppuram,29-12-2017,West,599,0.35,161.73,Tamil Nadu,2017,December,29,323,26-12-2017,27,1022,Store_1022,EgCh71,3
OD4673,Malik,Fruits & Veggies,Organic Fruits,Dindigul,04-11-2015,West,1122,0.25,415.14,Tamil Nadu,2015,November,4,374,30-10-2015,37,1005,Store_1005,FrOr72,5
OD4674,Muneer,Snacks,Noodles,Perambalur,24-10-2015,West,2383,0.19,714.9,Tamil Nadu,2015,October,24,559,22-10-2015,30,1013,Store_1013,SnNo73,2
OD4675,Krithika,Snacks,Cookies,Theni,21-07-2018,West,1111,0.12,488.84,Tamil Nadu,2018,July,21,151,17-07-2018,44,1018,Store_1018,SnCo74,4
OD4676,Yusuf,Food Grains,Organic Staples,Dharmapuri,02-11-2016,West,1062,0.17,74.34,Tamil Nadu,2016,November,2,218,31-10-2016,7,1004,Store_1004,FoOr75,2
OD4677,Kumar,Bakery,Breads & Buns,Bodi,31-12-2017,West,625,0.11,200,Tamil Nadu,2017,December,31,77,30-12-2017,32,1000,Store_1000,BaBr76,1
OD4678,Krithika,Beverages,Health Drinks,Dharmapuri,15-08-2015,West,1302,0.3,221.34,Tamil Nadu,2015,August,15,558,14-08-2015,17,1004,Store_1004,BeHe77,1
OD4679,Ganesh,Snacks,Cookies,Tirunelveli,19-10-2018,West,2246,0.27,157.22,Tamil Nadu,2018,October,19,831,15-10-2018,7,1019,Store_1019,SnCo78,4
OD4680,Shree,Bakery,Breads & Buns,Ramanadhapuram,07-08-2018,West,1729,0.34,743.47,Tamil Nadu,2018,August,7,891,05-08-2018,43,1015,Store_1015,BaBr79,2
OD4681,Veena,"Eggs, Meat & Fish",Mutton,Salem,07-08-2018,West,513,0.19,138.51,Tamil Nadu,2018,August,7,120,06-08-2018,27,1016,Store_1016,EgMu80,1
OD4682,Amrish,"Eggs, Meat & Fish",Fish,Theni,17-11-2017,West,1005,0.14,412.05,Tamil Nadu,2017,November,17,164,12-11-2017,41,1018,Store_1018,EgFi81,5
OD4683,Amy,Snacks,Chocolates,Namakkal,19-08-2018,West,1512,0.33,408.24,Tamil Nadu,2018,August,19,745,16-08-2018,27,1011,Store_1011,SnCh82,3
OD4684,Amrish,Snacks,Cookies,Bodi,05-12-2018,West,701,0.1,126.18,Tamil Nadu,2018,December,5,78,03-12-2018,18,1000,Store_1000,SnCo83,2
OD4685,Jonas,Oil & Masala,Masalas,Pudukottai,10-09-2017,West,1536,0.35,460.8,Tamil Nadu,2017,September,10,827,08-09-2017,30,1014,Store_1014,OiMa84,2
OD4686,Shah,Bakery,Biscuits,Vellore,10-09-2017,West,1541,0.19,77.05,Tamil Nadu,2017,September,10,361,08-09-2017,5,1021,Store_1021,BaBi85,2
OD4687,Hussain,Food Grains,Dals & Pulses,Virudhunagar,10-12-2017,West,884,0.35,141.44,Tamil Nadu,2017,December,10,476,09-12-2017,16,1023,Store_1023,FoDa86,1
OD4688,Krithika,Food Grains,Organic Staples,Dharmapuri,08-07-2017,West,2269,0.34,839.53,Tamil Nadu,2017,July,8,1169,07-07-2017,37,1004,Store_1004,FoOr87,1
OD4689,Surya,"Eggs, Meat & Fish",Fish,Theni,17-06-2015,West,1426,0.14,285.2,Tamil Nadu,2015,June,17,232,14-06-2015,20,1018,Store_1018,EgFi88,3
OD4690,Aditi,Beverages,Health Drinks,Pudukottai,06-12-2017,West,900,0.12,54,Tamil Nadu,2017,December,6,123,02-12-2017,6,1014,Store_1014,BeHe89,4
OD4691,Shree,Oil & Masala,Masalas,Madurai,30-10-2018,West,1626,0.27,439.02,Tamil Nadu,2018,October,30,601,26-10-2018,27,1009,Store_1009,OiMa90,4
OD4692,James,Snacks,Cookies,Virudhunagar,12-05-2016,West,712,0.33,85.44,Tamil Nadu,2016,May,12,351,09-05-2016,12,1023,Store_1023,SnCo91,3
OD4693,Esther,Food Grains,Organic Staples,Salem,23-11-2015,West,1821,0.22,218.52,Tamil Nadu,2015,November,23,514,20-11-2015,12,1016,Store_1016,FoOr92,3
OD4694,Kumar,Oil & Masala,Spices,Chennai,09-08-2015,West,1305,0.1,587.25,Tamil Nadu,2015,August,9,145,05-08-2015,45,1001,Store_1001,OiSp93,4
OD4695,Veena,Fruits & Veggies,Fresh Vegetables,Karur,31-08-2018,West,1569,0.27,596.22,Tamil Nadu,2018,August,31,580,30-08-2018,38,1007,Store_1007,FrFr94,1
OD4696,Shree,Bakery,Cakes,Tirunelveli,28-09-2016,West,1965,0.28,393,Tamil Nadu,2016,September,28,764,27-09-2016,20,1019,Store_1019,BaCa95,1
